AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,120,14.3,0.045,0.67,,,34.78,72340,6.9,16.01,22.91,35.93,46.89,49.6,33290,47660,74740,97540,103170,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,180,23.9,0.067,1.03,,,34.52,71810,5.8,19.58,25.95,30.7,39.5,46.71,40720,53980,63850,82160,97160,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,630,30.5,0.236,0.57,,,18.29,,14.6,13.94,15.05,16.15,16.8,23.46,,,,,,,TRUE
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,2200,15.5,0.822,0.81,,,44.48,92510,5.2,19.54,24.26,36.5,52.54,71.47,40630,50470,75920,109270,148660,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,2760,8.6,1.031,0.66,,,,67520,3.6,,,,,,31100,37470,57580,81830,104330,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,90,19.5,0.035,0.36,,,,,,,,,,,,,,,,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,70,37.2,0.027,0.99,,,27.73,57670,5.1,26.01,26.01,26.54,30.14,30.14,54090,54090,55200,62680,62690,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,140,13.7,0.054,0.76,,,33.06,68760,6.1,16.34,21.79,24.58,31.71,47.01,33990,45330,51130,65950,97780,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,890,19.4,0.334,1.43,,,41.34,,16.4,22.26,22.46,38.23,51.92,60.89,,,,,,,TRUE
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2091,"Disc Jockeys, Except Radio",detailed,60,20.8,0.024,0.5,,,,,,,,,,,,,,,,,TRUE
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,60,12.4,0.024,0.25,,,22.7,,13.5,13.25,13.25,14.32,24.78,56.66,,,,,,,TRUE
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,260,14.1,0.096,0.58,,,33.3,69260,7.2,16.38,18.75,23.59,40.95,60.79,34060,39000,49070,85170,126440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,690,17.1,0.258,0.87,,,30.75,63960,3.5,17.51,21.38,27.28,35.67,42.32,36420,44470,56740,74200,88030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,3650,4.1,1.362,0.75,,,39.66,82490,1.3,21.27,27.1,37.06,47.7,64.38,44240,56360,77090,99210,133910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,1590,11.6,0.596,0.95,,,42.51,88410,4.3,22.62,29.55,36.05,48.41,77.78,47060,61460,74980,100690,161770,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,1770,6,0.661,2.09,,,46.83,97400,2.8,31.23,37.89,45.67,54.34,63.75,64950,78820,94990,113030,132600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,740,10.8,0.277,0.85,,,47.25,98280,7.2,24.75,32.88,47.01,62.31,72.11,51470,68380,97770,129610,149990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,1200,11.3,0.447,1.32,,,39.6,82360,4.2,18.48,24.14,37.13,49.94,67.91,38430,50220,77220,103870,141250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,140,46.1,0.054,0.66,,,28.88,60080,11.7,18.96,21.78,27.48,32.5,39.88,39430,45300,57150,67600,82950,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,520,13.2,0.194,1.27,,,28.04,58320,5,16.26,19.43,23.84,35.17,44.18,33810,40400,49580,73150,91890,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4011,Audio and Video Technicians,detailed,1240,14.3,0.464,1.06,,,29.33,61000,3.4,19.61,22.03,28.01,35.63,41.17,40780,45820,58260,74110,85630,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4012,Broadcast Technicians,detailed,240,14.1,0.091,0.53,,,27.86,57950,7,13.41,15.21,24.59,36.56,41.52,27880,31630,51140,76040,86360,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4014,Sound Engineering Technicians,detailed,540,21.9,0.202,2.1,,,25.98,54030,11.7,14.23,15.34,23.76,33.3,36.87,29590,31910,49420,69260,76680,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4015,Lighting Technicians,detailed,170,31.3,0.065,1.03,,,29.99,62370,15.7,17.2,17.72,26.67,42.93,46.88,35780,36860,55470,89290,97510,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4021,Photographers,detailed,1020,10.7,0.381,1.08,,,22.58,46970,4.8,14.13,15.37,18.01,27.91,38.31,29390,31970,37450,58050,79680,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4031,"Camera Operators, Television, Video, and Film",detailed,220,24.8,0.081,0.51,,,33.08,68810,4.1,28.62,28.99,31.25,34.85,46.46,59520,60290,65000,72480,96640,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4032,Film and Video Editors,detailed,310,19,0.118,0.61,,,42.95,89340,10.6,22.59,28.6,37.83,60.24,65.78,46980,59490,78680,125300,136830,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,27-4099,"Media and Communication Equipment Workers, All Other",detailed,630,11.1,0.236,3.13,,,47.28,98330,4.2,16.52,28.41,52.83,64.62,70,34360,59090,109890,134410,145600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1011,Chiropractors,detailed,410,11.7,0.154,0.56,,,35.55,73940,9.5,16.61,27.48,35.82,44.28,58.02,34540,57160,74510,92090,120670,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1021,"Dentists, General",detailed,2970,8.7,1.107,1.38,,,112.82,234670,15.5,48.07,67.33,87.5,95.95,,99990,140040,182000,199570,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1029,"Dentists, All Other Specialists",detailed,80,0,0.028,0.73,,,82.84,172310,0,29.71,73.35,88.22,101.6,,61800,152570,183500,211330,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1031,Dietitians and Nutritionists,detailed,1370,9.9,0.512,1.05,,,38.25,79550,5.5,18.91,30.38,36.39,41.7,50.9,39340,63180,75700,86740,105880,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1041,Optometrists,detailed,750,20.1,0.282,1.03,,,80.18,166770,7.5,47.25,63.97,78.61,84.79,110.63,98270,133060,163510,176360,230110,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1051,Pharmacists,detailed,5880,4.2,2.196,1.01,,,63.72,132530,1.4,39.94,60.3,64.14,73.26,79.99,83080,125430,133400,152370,166380,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1071,Physician Assistants,detailed,3280,11.7,1.225,1.28,,,56.39,117280,4.3,35.98,41.65,61.45,66.73,76.52,74830,86630,127810,138790,159170,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1081,Podiatrists,detailed,320,36,0.12,1.92,,,115.12,239460,17.5,28.04,58.99,,,,58320,122690,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1122,Occupational Therapists,detailed,2590,6.9,0.966,1.01,,,48.9,101710,1.7,34.92,39.72,48.28,57.13,61.62,72620,82630,100430,118830,128160,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1123,Physical Therapists,detailed,4070,7.4,1.52,0.96,,,50.73,105520,1.5,38.31,45.24,49.05,57.47,62.6,79670,94100,102020,119530,130220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1124,Radiation Therapists,detailed,260,2.7,0.095,0.87,,,47.22,98220,0.5,35.73,39.04,48.7,51.75,61.25,74320,81190,101290,107640,127390,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1125,Recreational Therapists,detailed,420,11.9,0.155,1.52,,,26.88,55900,4,17.37,19.84,26.52,30.95,38.31,36140,41260,55160,64380,79680,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1126,Respiratory Therapists,detailed,1710,14,0.638,0.75,,,41.73,86790,2.3,32.06,38.15,40.14,47.25,48.83,66690,79340,83500,98280,101570,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1127,Speech-Language Pathologists,detailed,2720,8.9,1.015,0.9,,,45.82,95310,2.3,28.84,36.54,46.39,54.52,62.97,59990,76000,96480,113400,130970,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1128,Exercise Physiologists,detailed,60,1.9,0.023,0.43,,,28.68,59660,0.4,23.74,24.59,27.77,29.88,36.85,49380,51150,57770,62150,76640,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1129,"Therapists, All Other",detailed,770,21.5,0.289,2.66,,,34.27,71280,11.3,19.76,23.4,25.87,39.75,54.21,41090,48660,53820,82680,112760,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1131,Veterinarians,detailed,1390,3.7,0.519,1.01,,,,,,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1141,Registered Nurses,detailed,49770,1.8,18.587,0.89,,,44.27,92090,0.5,32.15,37.8,42.95,48.97,55.02,66880,78610,89340,101860,114440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1151,Nurse Anesthetists,detailed,560,22.2,0.21,0.67,,,90.11,187420,8.6,28.63,43.26,97.91,103.69,,59560,89980,203640,215670,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1161,Nurse Midwives,detailed,220,27,0.083,1.82,,,61.73,128400,1.5,52.25,59.37,61.18,70.3,74.5,108670,123490,127250,146210,154960,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1171,Nurse Practitioners,detailed,5180,6.8,1.936,1.05,,,61.54,127990,1.9,42.22,52.37,61.53,69.85,78.68,87810,108930,127990,145290,163650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1181,Audiologists,detailed,170,23.8,0.065,0.71,,,43.36,90180,6.4,29.57,37.69,46.22,49.66,53.48,61500,78390,96130,103280,111240,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1211,Anesthesiologists,detailed,,,,,,,,,8,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1212,Cardiologists,detailed,470,23.8,0.174,1.74,,,,,6.7,,,,,,,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1213,Dermatologists,detailed,,,,,,,149.64,311250,24.1,91.07,111.31,,,,189420,231520,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1214,Emergency Medicine Physicians,detailed,490,13.4,0.185,0.8,,,172.44,358680,1.9,114.59,,,,,238340,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1215,Family Medicine Physicians,detailed,1450,23.5,0.543,0.74,,,126.6,263340,7.5,77.4,92.89,,,,160990,193210,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1216,General Internal Medicine Physicians,detailed,3180,17.3,1.189,2.69,,,121.31,252330,3.2,52.99,88.85,106.49,,,110210,184800,221490,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1217,Neurologists,detailed,130,12,0.05,0.82,,,151.57,315270,9.9,57.69,62.39,,,,120000,129770,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1218,Obstetricians and Gynecologists,detailed,210,11.1,0.078,0.6,,,144.25,300040,1.2,104.86,,,,,218110,,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1221,"Pediatricians, General",detailed,750,20.2,0.28,1.22,,,113.2,235460,11.5,61.16,76.99,96.98,,,127210,160140,201720,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1222,"Physicians, Pathologists",detailed,70,30.4,0.027,0.37,,,118.44,246350,17.5,50.4,53.62,87.98,,,104830,111540,183000,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1223,Psychiatrists,detailed,730,7.6,0.272,1.66,,,130.06,270520,2.9,57.21,108.42,,,,119000,225510,,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1224,Radiologists,detailed,620,24.6,0.23,1.09,,,98.01,203860,17.5,32.03,39.04,44.85,,,66620,81210,93290,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1229,"Physicians, All Other",detailed,7370,4.4,2.754,1.35,,,101.42,210950,2.5,39.2,73.44,99.17,,,81540,152760,206270,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1241,"Ophthalmologists, Except Pediatric",detailed,,,,,,,111.34,231590,16.8,66.72,101.64,102.95,,,138770,211410,214130,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1249,"Surgeons, All Other",detailed,600,15.6,0.225,1.3,,,124.31,258560,20,37.5,37.5,72.11,,,78000,78000,149990,,,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1291,Acupuncturists,detailed,150,36.4,0.056,0.9,,,28.44,59160,24.8,16.99,23.07,23.07,28.09,51.75,35340,47990,47990,58430,107640,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1292,Dental Hygienists,detailed,3590,8.7,1.341,0.96,,,48.62,101140,1.8,39.73,46.8,49.04,51.76,57.18,82630,97340,102010,107660,118930,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",detailed,5940,2,2.219,10.83,,,71.67,149070,1,43.26,61.03,73.44,82.72,88.22,89980,126940,152760,172060,183500,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2010,Clinical Laboratory Technologists and Technicians,detailed,6960,6.9,2.598,1.18,,,29.15,60640,2.7,15.52,18.67,28,38.2,44.24,32290,38840,58240,79450,92020,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2031,Cardiovascular Technologists and Technicians,detailed,1040,8,0.389,1.06,,,34.95,72690,1.5,19.32,25.29,37.17,42.71,48.71,40190,52590,77310,88840,101310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2032,Diagnostic Medical Sonographers,detailed,1150,15.9,0.431,0.79,,,43.02,89490,2.6,36.58,38.7,42.81,47.22,51.1,76090,80500,89050,98220,106280,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2033,Nuclear Medicine Technologists,detailed,430,8.3,0.161,1.48,,,43.4,90270,1.3,34.38,39.44,43.96,48.07,51.55,71510,82040,91440,99980,107230,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2034,Radiologic Technologists and Technicians,detailed,3130,6.9,1.169,0.8,,,37.63,78270,0.9,28.52,31.95,37.32,41.36,48.19,59320,66450,77630,86020,100220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2035,Magnetic Resonance Imaging Technologists,detailed,740,16.9,0.275,1.01,,,44.93,93450,1,38.01,41.19,46.19,47.5,51.43,79070,85680,96080,98790,106970,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2036,Medical Dosimetrists,detailed,50,10.4,0.02,0.76,,,65.33,135880,1.7,51.79,64.94,65.86,71.23,78.6,107730,135080,136990,148160,163480,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2042,Emergency Medical Technicians,detailed,2530,5.9,0.946,0.86,,,24.83,51640,1.2,18.01,19.38,22.27,28.83,33.36,37470,40320,46320,59970,69390,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2043,Paramedics,detailed,1720,8.5,0.643,0.99,,,31.81,66170,1.9,22.51,24.84,30.3,38.19,38.56,46830,51670,63020,79430,80210,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2051,Dietetic Technicians,detailed,540,20.6,0.201,1.26,,,17.72,36860,2.8,15.02,16.09,16.6,17.38,21.3,31250,33470,34530,36140,44310,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2052,Pharmacy Technicians,detailed,8050,5,3.007,0.99,,,20.27,42170,0.9,16.71,17.6,18.75,22.5,26.03,34760,36600,38990,46790,54140,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2053,Psychiatric Technicians,detailed,640,11.1,0.239,0.31,,,21.21,44110,3.7,16.69,17.32,19.24,22.82,27.83,34720,36030,40010,47460,57880,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2055,Surgical Technologists,detailed,2190,17.1,0.819,1.13,,,30.31,63050,5.9,18.9,23.95,29.93,36.88,41.2,39310,49810,62240,76710,85700,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2056,Veterinary Technologists and Technicians,detailed,2690,9,1.004,1.25,,,21.71,45160,2.4,16.31,17.76,20.98,24.27,28.69,33930,36950,43630,50490,59670,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2057,Ophthalmic Medical Technicians,detailed,1170,22.2,0.438,0.91,,,23.2,48250,3.6,17.02,18.9,22.98,25.68,29.84,35410,39300,47800,53400,62070,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,7700,6,2.875,0.69,,,31.95,66460,0.7,25.06,29.18,31.02,35.63,38.53,52110,60700,64510,74110,80150,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2072,Medical Records Specialists,detailed,3040,8.3,1.135,0.93,,,30.26,62930,2.9,18.63,22.23,28.84,38.06,43.67,38750,46240,59990,79170,90840,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2081,"Opticians, Dispensing",detailed,1290,7.2,0.482,0.95,,,21.53,44770,2.4,16.26,17.5,21.07,24.4,27.07,33830,36390,43820,50740,56300,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2091,Orthotists and Prosthetists,detailed,200,24.8,0.075,1.3,,,37.34,77660,11.4,20.11,24.96,34.35,49.31,60.43,41840,51910,71450,102550,125680,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2092,Hearing Aid Specialists,detailed,60,19.1,0.024,0.36,,,31.9,66340,1.9,23.92,27.6,33.26,37.36,39.07,49750,57410,69170,77700,81270,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-2099,"Health Technologists and Technicians, All Other",detailed,2410,10,0.901,0.8,,,26.19,54470,3.8,17.89,19.25,23.02,29.78,38.67,37210,40030,47880,61940,80440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-9021,Health Information Technologists and Medical Registrars,detailed,1610,16.9,0.601,2.65,,,38.55,80170,6.5,20.4,24.87,33.88,47.25,56.57,42430,51730,70480,98280,117660,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-9091,Athletic Trainers,detailed,240,6.2,0.091,0.49,,,,61400,1.6,,,,,,45150,49990,58490,68940,79710,TRUE,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-9092,Genetic Counselors,detailed,30,14.4,0.013,0.64,,,42.85,89130,1.4,38.46,39.5,40.94,47.65,47.65,80000,82170,85160,99120,99120,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-9093,Surgical Assistants,detailed,270,45.7,0.101,0.82,,,44.62,92810,6.4,26.23,32.45,45.21,55.18,61.63,54550,67500,94030,114780,128190,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,2950,10.2,1.102,4.53,,,38.55,80190,5.7,15.95,19.86,34.18,52.07,70,33170,41320,71090,108300,145600,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-1120,Home Health and Personal Care Aides,detailed,31140,4.1,11.632,0.48,,,16.9,35140,0.7,14,14.9,16.72,17.99,19.92,29120,31000,34770,37420,41440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-1131,Nursing Assistants,detailed,24810,4.4,9.268,1.04,,,19.6,40770,0.9,15.83,17.3,18.57,21.7,23.62,32920,35980,38620,45140,49130,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-1132,Orderlies,detailed,1360,7,0.508,1.58,,,16.72,34790,1,14.3,14.85,16.95,17.71,19.25,29750,30900,35260,36840,40030,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-1133,Psychiatric Aides,detailed,420,14.6,0.157,0.74,,,20.58,42810,1.8,16.67,19.06,19.97,22.46,23.53,34670,39640,41540,46720,48940,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-2011,Occupational Therapy Assistants,detailed,830,12.9,0.311,1.03,,,36.27,75450,2,27.97,31.76,36.55,38.99,42.9,58190,66070,76030,81090,89220,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-2012,Occupational Therapy Aides,detailed,,,,,,,15.11,31430,13.5,13.58,13.71,13.71,14.78,18.78,28250,28510,28510,30740,39050,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-2021,Physical Therapist Assistants,detailed,1890,9.6,0.706,1.03,,,33.11,68870,5.4,14.62,27.16,35.29,40.09,46.84,30420,56490,73400,83390,97420,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-2022,Physical Therapist Aides,detailed,1140,18.9,0.426,1.52,,,16.79,34910,3.1,13.25,13.74,15.39,17.78,20.29,27560,28590,32000,36970,42210,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9011,Massage Therapists,detailed,1200,18.9,0.448,0.73,,,30.9,64270,5.1,17.09,23,27.39,36.38,50,35550,47840,56960,75660,104010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9091,Dental Assistants,detailed,5700,4.7,2.131,0.87,,,24.06,50040,1.7,17.88,20.88,23.04,27.27,29.27,37190,43430,47920,56720,60870,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9092,Medical Assistants,detailed,14440,5.3,5.392,1.07,,,21.2,44100,1,17.37,18.29,21.16,22.65,26.56,36130,38040,44010,47120,55250,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9093,Medical Equipment Preparers,detailed,1390,10.8,0.52,1.18,,,24.27,50480,3.9,17.36,19.53,22.91,26.29,29.69,36100,40610,47640,54680,61750,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9094,Medical Transcriptionists,detailed,400,18.2,0.149,0.43,,,19.24,40010,2.6,13.76,14.39,18,21.67,26.61,28620,29940,37440,45070,55360,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9095,Pharmacy Aides,detailed,810,13.7,0.302,1.05,,,17.32,36030,2.9,13.25,13.76,16.72,18.42,22.81,27560,28610,34780,38320,47450,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,2550,9.6,0.953,1.25,,,20.13,41860,1.3,16.17,17.7,19,22.06,24.77,33640,36820,39520,45880,51510,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9097,Phlebotomists,detailed,2630,8.9,0.981,1.09,,,23.55,48970,4,18.05,19.12,22.11,24.5,27.84,37540,39780,45990,50970,57900,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,31-9099,"Healthcare Support Workers, All Other",detailed,3780,5.4,1.411,2.1,,,22.19,46150,1.4,14.19,16.82,20.52,25.68,33.05,29510,34980,42670,53410,68740,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-1011,First-Line Supervisors of Correctional Officers,detailed,1850,0.1,0.692,2.01,,,37.69,78400,0.2,29.63,31.34,35.11,41.41,51.39,61630,65190,73030,86120,106890,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-1012,First-Line Supervisors of Police and Detectives,detailed,7420,0.4,2.77,3.05,,,54.58,113520,0.3,39.44,47.39,54.14,61.43,69.54,82040,98560,112620,127770,144650,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,1960,0.5,0.732,1.32,,,50.48,105000,0.5,41.17,43.24,50.77,54.29,63.95,85630,89950,105600,112910,133010,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-1091,First-Line Supervisors of Security Workers,detailed,1570,6.7,0.585,1.37,,,32.34,67280,1.6,19.51,25.12,30.61,37.33,44.92,40580,52240,63670,77640,93440,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,420,10.4,0.158,1.22,,,29.59,61540,3.2,19.28,21.65,25.59,36.43,40.86,40110,45030,53220,75770,84990,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-2011,Firefighters,detailed,4460,2.7,1.666,0.8,,,31.04,64570,1.3,20.19,24.71,31.29,36.5,39.97,41990,51400,65090,75910,83150,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-2021,Fire Inspectors and Investigators,detailed,300,8.6,0.113,1.21,,,38.81,80730,4.1,22.07,34.16,41.13,46.4,50.7,45910,71040,85540,96510,105460,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-3011,Bailiffs,detailed,390,0.3,0.145,1.38,,,25.25,52520,1.2,16.07,24.76,25.5,26.26,27.84,33420,51500,53040,54620,57910,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-3012,Correctional Officers and Jailers,detailed,5950,0.3,2.224,0.96,,,29.33,61000,0.2,24.3,27.82,28.34,29.4,35.56,50540,57870,58950,61150,73960,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-3021,Detectives and Criminal Investigators,detailed,980,0.6,0.365,0.52,,,57.65,119900,0.3,31.22,38.5,56.61,76.29,85.26,64930,80080,117750,158680,177340,,
24,Maryland,2,MD,000000,Cross-industry,cross-industry,1235,33-3041,Parking Enforcement Workers,detailed,330,17.5,0.125,2.55,,,20.55,42750,2.3,17.52,18.02,19.58,22.52,22.59,36440,37480,40720,46840,46980,,
